"id","title","production_countries"
16110,"Thomas and the Magic Railroad","United States of America"
29427,"The Crazies","United States of America"
129,"Spirited Away","Japan"
244114,"Firestorm","Hong Kong"
244114,"Firestorm","China"
2669,"The Bounty","United States of America"
2669,"The Bounty","United Kingdom"
203833,"The Book Thief","Germany"
203833,"The Book Thief","United States of America"
13523,"Sex Drive","United States of America"
25195,"Leap Year","Ireland"
25195,"Leap Year","United States of America"
17277,"The Fall of the Roman Empire","United States of America"
50725,"Take Me Home Tonight","United States of America"
50725,"Take Me Home Tonight","Germany"
82631,"Won't Back Down","United States of America"
73191,"The Nutcracker","United States of America"
22479,"Kansas City","United States of America"
340611,"Indignation","United States of America"
10065,"The Amityville Horror","United States of America"
2757,"Adaptation.","United States of America"
11683,"Land of the Dead","Canada"
11683,"Land of the Dead","France"
11683,"Land of the Dead","United States of America"
244339,"Out of Inferno","Hong Kong"
244339,"Out of Inferno","China"
1878,"Fear and Loathing in Las Vegas","United States of America"
23082,"The Invention of Lying","United States of America"
195589,"Neighbors","United States of America"
854,"The Mask","United States of America"
2280,"Big","United States of America"
496,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","United States of America"
8835,"Legally Blonde","United States of America"
157,"Star Trek III: The Search for Spock","United States of America"
8643,"The Exorcism of Emily Rose","United States of America"
10402,"Deuce Bigalow: Male Gigolo","United States of America"
218043,"Left Behind","United States of America"
9043,"The Family Stone","United States of America"
21301,"Barbershop 2:  Back in Business","United States of America"
10147,"Bad Santa","Germany"
10147,"Bad Santa","United States of America"
816,"Austin Powers: International Man of Mystery","Germany"
816,"Austin Powers: International Man of Mystery","United States of America"
302688,"My Big Fat Greek Wedding 2","Canada"
302688,"My Big Fat Greek Wedding 2","United States of America"
60307,"Diary of a Wimpy Kid: Rodrick Rules","United States of America"
106,"Predator","United States of America"
279,"Amadeus","United States of America"
8617,"Prom Night","United States of America"
10625,"Mean Girls","United States of America"
10934,"Under the Tuscan Sun","Italy"
10934,"Under the Tuscan Sun","United States of America"
5279,"Gosford Park","Germany"
5279,"Gosford Park","United Kingdom"
5279,"Gosford Park","United States of America"
10013,"Peggy Sue Got Married","United States of America"
194662,"Birdman","United States of America"
160588,"Blue Jasmine","United States of America"
9829,"United 93","France"
9829,"United 93","United Kingdom"
9829,"United 93","United States of America"
10028,"Honey","United States of America"
10535,"Spy Hard","United States of America"
790,"The Fog","United States of America"
43959,"Soul Surfer","United States of America"
10364,"Catch-22","United States of America"
16991,"Observe and Report","United States of America"
9610,"Conan the Destroyer","United States of America"
1578,"Raging Bull","United States of America"
25643,"Love Happens","Canada"
25643,"Love Happens","United Kingdom"
25643,"Love Happens","United States of America"
11904,"Young Sherlock Holmes","United States of America"
28665,"Fame","United States of America"
44115,"127 Hours","United Kingdom"
44115,"127 Hours","United States of America"
10569,"Small Time Crooks","United States of America"
10560,"Center Stage","United States of America"
333348,"Love the Coopers","United States of America"
20483,"Catch That Kid","United States of America"
11457,"Life as a House","United States of America"
321697,"Steve Jobs","United States of America"
19840,"I Love You, Beth Cooper","Canada"
19840,"I Love You, Beth Cooper","United States of America"
22327,"Youth in Revolt","United States of America"
38665,"The Legend of the Lone Ranger","United States of America"
2575,"The Tailor of Panama","Ireland"
2575,"The Tailor of Panama","United States of America"
11644,"Blow Out","United States of America"
146227,"Getaway","Bulgaria"
146227,"Getaway","United States of America"
68924,"The Ice Storm","France"
68924,"The Ice Storm","United States of America"
253235,"And So It Goes","United States of America"
22102,"Troop Beverly Hills","United States of America"
10068,"Nine 1/2 Weeks","United States of America"
848,"Dragonslayer","United Kingdom"
36811,"The Last Station","United Kingdom"
36811,"The Last Station","Germany"
36811,"The Last Station","Russia"
522,"Ed Wood","United States of America"
130150,"Labor Day","United States of America"
12246,"Mongol: The Rise of Genghis Khan","Russia"
12246,"Mongol: The Rise of Genghis Khan","Germany"
12246,"Mongol: The Rise of Genghis Khan","Kazakhstan"
13809,"RockNRolla","United Kingdom"
27380,"Megaforce","Hong Kong"
27380,"Megaforce","United States of America"
10549,"Hamlet","United Kingdom"
10549,"Hamlet","United States of America"
33870,"Mao's Last Dancer","Australia"
245703,"Midnight Special","United States of America"
10739,"Anything Else","United Kingdom"
10739,"Anything Else","Netherlands"
10739,"Anything Else","France"
127560,"The Railway Man","Australia"
127560,"The Railway Man","United Kingdom"
37903,"The White Ribbon","Austria"
37903,"The White Ribbon","France"
37903,"The White Ribbon","Germany"
37903,"The White Ribbon","Italy"
10017,"The Wraith","United States of America"
10017,"The Wraith","Canada"
11468,"Salton Sea","United States of America"
193613,"Metallica: Through the Never","United States of America"
17436,"The Informers","Germany"
17436,"The Informers","United States of America"
43434,"Carlos","France"
43434,"Carlos","Germany"
31166,"I Come with the Rain","France"
31166,"I Come with the Rain","Hong Kong"
31166,"I Come with the Rain","Ireland"
31166,"I Come with the Rain","Spain"
31166,"I Come with the Rain","United Kingdom"
69848,"One Man's Hero","United States of America"
69848,"One Man's Hero","Mexico"
69848,"One Man's Hero","Spain"
8408,"Day of the Dead","United States of America"
8408,"Day of the Dead","Japan"
332411,"I Am Wrath","United States of America"
9389,"Renaissance","France"
9389,"Renaissance","United Kingdom"
9389,"Renaissance","Luxembourg"
9626,"Red Sonja","Netherlands"
9626,"Red Sonja","United States of America"
75638,"Red Lights","Spain"
75638,"Red Lights","United States of America"
8363,"Superbad","United States of America"
15670,"Madea Goes to Jail","United States of America"
290555,"Wolves","Canada"
290555,"Wolves","France"
8328,"Step Up 2: The Streets","United States of America"
10982,"Hoodwinked!","United States of America"
205,"Hotel Rwanda","Canada"
205,"Hotel Rwanda","United Kingdom"
205,"Hotel Rwanda","United States of America"
205,"Hotel Rwanda","Italy"
205,"Hotel Rwanda","South Africa"
1620,"Hitman","France"
1620,"Hitman","United States of America"
175541,"Black Nativity","United States of America"
241254,"The Prince","United States of America"
31932,"City of Ghosts","United States of America"
1933,"The Others","Spain"
1933,"The Others","United States of America"
1933,"The Others","France"
1933,"The Others","Italy"
679,"Aliens","United Kingdom"
679,"Aliens","United States of America"
11113,"My Fair Lady","United States of America"
3597,"I Know What You Did Last Summer","United States of America"
193893,"Let's Be Cops","United States of America"
9675,"Sideways","United States of America"
9988,"Beerfest","United States of America"
948,"Halloween","United States of America"
21765,"Good Boy!","United States of America"
146304,"The Best Man Holiday","United States of America"
7516,"Smokin' Aces","France"
7516,"Smokin' Aces","United Kingdom"
7516,"Smokin' Aces","United States of America"
41439,"Saw: The Final Chapter","Canada"
41439,"Saw: The Final Chapter","United States of America"
2752,"40 Days and 40 Nights","United States of America"
2752,"40 Days and 40 Nights","France"
2752,"40 Days and 40 Nights","United Kingdom"
9429,"A Night at the Roxbury","United States of America"
38117,"Beastly","United States of America"
9792,"The Hills Have Eyes","France"
9792,"The Hills Have Eyes","United States of America"
13778,"Dickie Roberts: Former Child Star","United States of America"
228203,"McFarland, USA","United States of America"
41382,"Lottery Ticket","United States of America"
13960,"ATL","United States of America"
114150,"Pitch Perfect","United States of America"
26602,"Summer Catch","United States of America"
10223,"A Simple Plan","United States of America"
16028,"They","United States of America"
15639,"Larry the Cable Guy: Health Inspector","United States of America"
16112,"The Adventures of Elmo in Grouchland","United States of America"
26390,"Brooklyn's Finest","United States of America"
27759,"55 Days at Peking","United States of America"
109428,"Evil Dead","United States of America"
23049,"My Life in Ruins","Greece"
23049,"My Life in Ruins","United States of America"
9310,"American Dreamz","United States of America"
11411,"Superman IV: The Quest for Peace","United Kingdom"
11411,"Superman IV: The Quest for Peace","United States of America"
16988,"How She Move","Canada"
16988,"How She Move","France"
16988,"How She Move","United States of America"
7304,"Running Scared","Germany"
7304,"Running Scared","United States of America"
24747,"Bobby Jones: Stroke of Genius","United States of America"
58048,"Shanghai Surprise","United Kingdom"
1491,"The Illusionist","Czech Republic"
1491,"The Illusionist","United States of America"
2989,"Roar","United States of America"
10629,"Veronica Guerin","Ireland"
10629,"Veronica Guerin","United Kingdom"
10629,"Veronica Guerin","United States of America"
255343,"Escobar: Paradise Lost","Belgium"
255343,"Escobar: Paradise Lost","France"
255343,"Escobar: Paradise Lost","Spain"
4723,"Southland Tales","Germany"
4723,"Southland Tales","United States of America"
4723,"Southland Tales","France"
10800,"Dragon Hunters","France"
25763,"Damnation Alley","United States of America"
79694,"The Apparition","United States of America"
4032,"My Girl","United States of America"
18615,"Fur: An Imaginary Portrait of Diane Arbus","United States of America"
10673,"Wall Street","United States of America"
4584,"Sense and Sensibility","United Kingdom"
4584,"Sense and Sensibility","United States of America"
2977,"Becoming Jane","United Kingdom"
2977,"Becoming Jane","United States of America"
10760,"Sydney White","United States of America"
11093,"House of Sand and Fog","United States of America"
207,"Dead Poets Society","United States of America"
8467,"Dumb and Dumber","United States of America"
639,"When Harry Met Sally...","United States of America"
24226,"The Verdict","United States of America"
9285,"Road Trip","United States of America"
14709,"Varsity Blues","United States of America"
74643,"The Artist","Belgium"
74643,"The Artist","France"
13788,"The Unborn","United States of America"
83666,"Moonrise Kingdom","United States of America"
10781,"The Texas Chainsaw Massacre: The Beginning","United States of America"
318850,"The Young Messiah","United States of America"
13908,"The Master of Disguise","United States of America"
1417,"Pan's Labyrinth","Spain"
1417,"Pan's Labyrinth","United States of America"
1417,"Pan's Labyrinth","Mexico"
39180,"See Spot Run","Australia"
39180,"See Spot Run","United States of America"
16161,"Baby Boy","United States of America"
49950,"The Roommate","United States of America"
10956,"Joe Dirt","United States of America"
9594,"Double Impact","United States of America"
4638,"Hot Fuzz","United Kingdom"
13972,"The Women","United States of America"
5038,"Vicky Cristina Barcelona","United States of America"
5038,"Vicky Cristina Barcelona","Spain"
13491,"Arn: The Knight Templar","Sweden"
10571,"Boys and Girls","United States of America"
10994,"White Oleander","Germany"
10994,"White Oleander","United States of America"
19994,"Jennifer's Body","United States of America"
25166,"Drowning Mona","United States of America"
30890,"Radio Days","United States of America"
23169,"Remember Me","United States of America"
17403,"How to Deal","United States of America"
12120,"My Stepmother is an Alien","United States of America"
9800,"Philadelphia","United States of America"
1090,"The Thirteenth Floor","United States of America"
18475,"The Cookout","United States of America"
40160,"Meteor","United States of America"
18074,"Duets","United States of America"
9689,"Hollywood Ending","United States of America"
9781,"Detroit Rock City","United States of America"
8009,"Highlander","United Kingdom"
8009,"Highlander","United States of America"
3877,"Things We Lost in the Fire","United States of America"
8854,"Steel","United States of America"
152599,"The Immigrant","United States of America"
18840,"The White Countess","China"
18840,"The White Countess","Germany"
18840,"The White Countess","Russia"
18840,"The White Countess","United Kingdom"
18840,"The White Countess","United States of America"
68727,"Trance","United Kingdom"
68727,"Trance","France"
12657,"Soul Plane","United States of America"
8265,"Welcome to the Sticks","France"
12410,"Good","Germany"
12410,"Good","United Kingdom"
34647,"Enter the Void","Canada"
34647,"Enter the Void","France"
34647,"Enter the Void","Germany"
34647,"Enter the Void","Italy"
73935,"Vamps","United States of America"
28178,"Hachi: A Dog's Tale","United Kingdom"
28178,"Hachi: A Dog's Tale","United States of America"
185567,"Zulu","South Africa"
185567,"Zulu","France"
264656,"The Homesman","France"
264656,"The Homesman","United States of America"
35696,"Juwanna Mann","United States of America"
16351,"Ararat","Canada"
16351,"Ararat","France"
38717,"Madison","United States of America"
18777,"Slow Burn","United States of America"
2110,"Wasabi","Japan"
2110,"Wasabi","France"
9035,"Slither","Canada"
9035,"Slither","United States of America"
90,"Beverly Hills Cop","United States of America"
771,"Home Alone","United States of America"
12154,"Three Men and a Baby","United States of America"
9576,"Tootsie","United States of America"
744,"Top Gun","United States of America"
146,"Crouching Tiger, Hidden Dragon","China"
146,"Crouching Tiger, Hidden Dragon","Hong Kong"
146,"Crouching Tiger, Hidden Dragon","Taiwan"
146,"Crouching Tiger, Hidden Dragon","United States of America"
14,"American Beauty","United States of America"
45269,"The King's Speech","United Kingdom"
9493,"Twins","United States of America"
22556,"The Yellow Handkerchief","United States of America"
873,"The Color Purple","United States of America"
33196,"Tidal Wave","South Korea"
205596,"The Imitation Game","United Kingdom"
10765,"Private Benjamin","United States of America"
16769,"Coal Miner's Daughter","United States of America"
33217,"Diary of a Wimpy Kid","United Kingdom"
33217,"Diary of a Wimpy Kid","United States of America"
132232,"Mama","Spain"
132232,"Mama","Canada"
11153,"National Lampoon's Vacation","United States of America"
208134,"Bad Grandpa","United States of America"
1165,"The Queen","France"
1165,"The Queen","Italy"
1165,"The Queen","United Kingdom"
1165,"The Queen","United States of America"
4011,"Beetlejuice","United States of America"
17202,"Why Did I Get Married?","United States of America"
9587,"Little Women","United States of America"
65086,"The Woman in Black","Canada"
65086,"The Woman in Black","Sweden"
65086,"The Woman in Black","United Kingdom"
10053,"When a Stranger Calls","United States of America"
11870,"Big Fat Liar","United States of America"
11778,"The Deer Hunter","United Kingdom"
11778,"The Deer Hunter","United States of America"
586,"Wag the Dog","United States of America"
18736,"The Lizzie McGuire Movie","United States of America"
134411,"Snitch","United States of America"
134411,"Snitch","United Arab Emirates"
287903,"Krampus","United States of America"
9276,"The Faculty","United States of America"
15765,"What's Love Got to Do with It","United States of America"
2142,"Cop Land","United States of America"
11397,"Not Another Teen Movie","United States of America"
77016,"End of Watch","United States of America"
11478,"The Skulls","Canada"
11478,"The Skulls","United States of America"
266856,"The Theory of Everything","United Kingdom"
13411,"Malibu's Most Wanted","United States of America"
10564,"Where the Heart Is","United States of America"
947,"Lawrence of Arabia","United Kingdom"
24150,"Halloween II","United States of America"
228970,"Wild","United States of America"
18405,"The Last House on the Left","United States of America"
6961,"The Wedding Date","United States of America"
11442,"Halloween: Resurrection","United States of America"
2493,"The Princess Bride","United States of America"
14047,"The Great Debaters","United States of America"
64690,"Drive","United States of America"
11132,"Confessions of a Teenage Drama Queen","Germany"
11132,"Confessions of a Teenage Drama Queen","United States of America"
17127,"The Object of My Affection","United States of America"
1562,"28 Weeks Later","Spain"
1562,"28 Weeks Later","United Kingdom"
232679,"When the Game Stands Tall","United States of America"
17880,"Because of Winn-Dixie","United States of America"
14736,"Love & Basketball","United States of America"
9434,"Grosse Pointe Blank","United States of America"
23706,"All About Steve","United States of America"
11531,"Book of Shadows: Blair Witch 2","United States of America"
9100,"The Craft","United States of America"
116,"Match Point","Ireland"
116,"Match Point","Luxembourg"
116,"Match Point","Russia"
116,"Match Point","United Kingdom"
116,"Match Point","United States of America"
38843,"Ramona and Beezus","United States of America"
1245,"The Remains of the Day","United Kingdom"
1245,"The Remains of the Day","United States of America"
4995,"Boogie Nights","United States of America"
10413,"Nowhere to Run","United States of America"
14012,"Flicka","United Kingdom"
14012,"Flicka","United States of America"
9793,"The Hills Have Eyes 2","United States of America"
12212,"Urban Legends: Final Cut","Canada"
12212,"Urban Legends: Final Cut","United States of America"
13768,"Tuck Everlasting","United States of America"
8975,"The Marine","United States of America"
342521,"Keanu","United States of America"
45272,"Country Strong","United States of America"
9424,"Disturbing Behavior","Australia"
9424,"Disturbing Behavior","United States of America"
97367,"The Place Beyond the Pines","United States of America"
254904,"The November Man","United Kingdom"
254904,"The November Man","United States of America"
18681,"Eye of the Beholder","Australia"
18681,"Eye of the Beholder","Canada"
18681,"Eye of the Beholder","United Kingdom"
12162,"The Hurt Locker","United States of America"
11495,"Firestarter","United States of America"
64689,"Killing Them Softly","United States of America"
157849,"A Most Wanted Man","United Kingdom"
157849,"A Most Wanted Man","United States of America"
157849,"A Most Wanted Man","Germany"
13166,"Freddy Got Fingered","United States of America"
15511,"VeggieTales: The Pirates Who Don't Do Anything","United States of America"
37003,"U2 3D","United States of America"
12211,"Highlander: Endgame","United States of America"
13816,"Idlewild","United States of America"
51828,"One Day","United Kingdom"
51828,"One Day","United States of America"
22798,"Whip It","United States of America"
7501,"Knockaround Guys","United States of America"
10743,"Confidence","Canada"
10743,"Confidence","Germany"
10743,"Confidence","United States of America"
37718,"The Muse","United States of America"
15237,"De-Lovely","United Kingdom"
15237,"De-Lovely","United States of America"
9686,"New York Stories","United States of America"
17644,"Barney's Great Adventure","United States of America"
97430,"The Man with the Iron Fists","Hong Kong"
97430,"The Man with the Iron Fists","United States of America"
12257,"Home Fries","United States of America"
13539,"Here On Earth","United States of America"
68,"Brazil","United Kingdom"
14024,"Raise Your Voice","United States of America"
115,"The Big Lebowski","United Kingdom"
115,"The Big Lebowski","United States of America"
7874,"Black Snake Moan","United States of America"
4911,"Dark Blue","Germany"
4911,"Dark Blue","United Kingdom"
4911,"Dark Blue","United States of America"
1988,"A Mighty Heart","France"
1988,"A Mighty Heart","United Kingdom"
1988,"A Mighty Heart","Pakistan"
1988,"A Mighty Heart","United States of America"
16222,"Whatever It Takes","United States of America"
9557,"Boat Trip","Germany"
9557,"Boat Trip","United States of America"
9026,"The Importance of Being Earnest","France"
9026,"The Importance of Being Earnest","United Kingdom"
9026,"The Importance of Being Earnest","United States of America"
18276,"Hoot","United States of America"
8321,"In Bruges","United Kingdom"
8321,"In Bruges","United States of America"
72359,"Peeples","United States of America"
10186,"The Rocker","United States of America"
25704,"Post Grad","United States of America"
133694,"Promised Land","United Arab Emirates"
133694,"Promised Land","United States of America"
19265,"Whatever Works","France"
19265,"Whatever Works","United States of America"
36047,"The In Crowd","United States of America"
8053,"The Three Burials of Melquiades Estrada","United States of America"
8053,"The Three Burials of Melquiades Estrada","France"
2290,"Jakob the Liar","France"
2290,"Jakob the Liar","Hungary"
2290,"Jakob the Liar","United States of America"
5236,"Kiss Kiss Bang Bang","United States of America"
6552,"Idle Hands","United States of America"
1018,"Mulholland Drive","France"
1018,"Mulholland Drive","United States of America"
10075,"Blood and Chocolate","Romania"
10075,"Blood and Chocolate","Germany"
10075,"Blood and Chocolate","United Kingdom"
10075,"Blood and Chocolate","United States of America"
38031,"You Will Meet a Tall Dark Stranger","United States of America"
38031,"You Will Meet a Tall Dark Stranger","Spain"
42188,"Never Let Me Go","United Kingdom"
42188,"Never Let Me Go","United States of America"
6687,"Transsiberian","Germany"
6687,"Transsiberian","Spain"
6687,"Transsiberian","United Kingdom"
6687,"Transsiberian","Lithuania"
13853,"The Clan of the Cave Bear","United States of America"
31306,"Crazy in Alabama","United States of America"
8461,"Funny Games","Austria"
8461,"Funny Games","France"
8461,"Funny Games","Germany"
8461,"Funny Games","Italy"
8461,"Funny Games","United Kingdom"
8461,"Funny Games","United States of America"
331592,"Listening","United States of America"
331592,"Listening","Cambodia"
47692,"Felicia's Journey","Canada"
47692,"Felicia's Journey","United Kingdom"
19,"Metropolis","Germany"
10045,"District B13","France"
400,"Things to Do in Denver When You're Dead","United States of America"
253450,"The Assassin","China"
253450,"The Assassin","France"
253450,"The Assassin","Hong Kong"
253450,"The Assassin","Taiwan"
9104,"Buffalo Soldiers","Germany"
9104,"Buffalo Soldiers","United Kingdom"
9104,"Buffalo Soldiers","United States of America"
11190,"The Return","Russia"
16353,"Ong Bak 2","Thailand"
23759,"Centurion","France"
23759,"Centurion","United Kingdom"
24206,"Silent Trigger","Canada"
24206,"Silent Trigger","United Kingdom"
10185,"The Midnight Meat Train","United States of America"
74536,"The Son of No One","United States of America"
31668,"All The Queen's Men","Austria"
31668,"All The Queen's Men","Hungary"
13501,"The Good Night","Germany"
13501,"The Good Night","United Kingdom"
13501,"The Good Night","United States of America"
15208,"Bathory: Countess of Blood","Czech Republic"
15208,"Bathory: Countess of Blood","Hungary"
15208,"Bathory: Countess of Blood","Slovakia"
15208,"Bathory: Countess of Blood","United Kingdom"
172391,"Khumba","South Africa"
262543,"Automata","Spain"
9288,"Dungeons & Dragons: Wrath of the Dragon God","Germany"
9288,"Dungeons & Dragons: Wrath of the Dragon God","United Kingdom"
9288,"Dungeons & Dragons: Wrath of the Dragon God","United States of America"
370980,"Chiamatemi Francesco - Il Papa della gente","Italy"
20083,"Shinjuku Incident","Hong Kong"
40880,"Pandaemonium","United Kingdom"
137,"Groundhog Day","United States of America"
264999,"Magic Mike XXL","United States of America"
454,"Romeo + Juliet","United States of America"
53457,"Sarah's Key","France"
288980,"Freedom","United States of America"
33,"Unforgiven","United States of America"
1951,"Manderlay","Denmark"
1951,"Manderlay","France"
1951,"Manderlay","Germany"
1951,"Manderlay","Italy"
1951,"Manderlay","Netherlands"
1951,"Manderlay","Sweden"
1951,"Manderlay","United Kingdom"
12405,"Slumdog Millionaire","India"
12405,"Slumdog Millionaire","United Kingdom"
12405,"Slumdog Millionaire","United States of America"
10998,"Fatal Attraction","United States of America"
114,"Pretty Woman","United States of America"
9396,"Crocodile Dundee II","Australia"
9396,"Crocodile Dundee II","United States of America"
319910,"Broken Horses","United States of America"
2604,"Born on the Fourth of July","United States of America"
864,"Cool Runnings","United States of America"
14435,"My Bloody Valentine","United States of America"
1931,"Stomp the Yard","United States of America"
691,"The Spy Who Loved Me","United Kingdom"
691,"The Spy Who Loved Me","United States of America"
9877,"Urban Legend","Canada"
9877,"Urban Legend","France"
9877,"Urban Legend","United States of America"
62008,"Good Deeds","United States of America"
12227,"White Fang","United States of America"
13824,"Superstar","Canada"
71688,"The Iron Lady","France"
71688,"The Iron Lady","United Kingdom"
15173,"Jonah: A VeggieTales Movie","United States of America"
8291,"Poetic Justice","United States of America"
13950,"All About the Benjamins","United States of America"
12158,"Vampire in Brooklyn","United States of America"
11586,"Exorcist II: The Heretic","United States of America"
10008,"An American Haunting","United Kingdom"
10008,"An American Haunting","United States of America"
2830,"My Boss's Daughter","United States of America"
12403,"A Perfect Getaway","United States of America"
34563,"Our Family Wedding","United States of America"
14557,"Dead Man on Campus","United States of America"
10368,"Tea with Mussolini","United Kingdom"
10368,"Tea with Mussolini","Italy"
10280,"Thinner","United States of America"
12637,"New York, New York","United States of America"
34152,"Crooklyn","United States of America"
14434,"I Think I Love My Wife","India"
14434,"I Think I Love My Wife","United States of America"
11470,"Jason X","United States of America"
10741,"Bobby","United States of America"
24940,"Head Over Heels","United States of America"
82679,"Fun Size","United States of America"
2013,"The Diving Bell and the Butterfly","France"
2013,"The Diving Bell and the Butterfly","United States of America"
1440,"Little Children","United States of America"
18041,"Gossip","United States of America"
28029,"A Walk on the Moon","Australia"
28029,"A Walk on the Moon","United States of America"
1123,"Catch a Fire","France"
1123,"Catch a Fire","United Kingdom"
1123,"Catch a Fire","United States of America"
1123,"Catch a Fire","South Africa"
14033,"Soul Survivors","United States of America"
87729,"Jefferson in Paris","United States of America"
16899,"Easy Virtue","Canada"
16899,"Easy Virtue","United Kingdom"
41317,"Caravans","United States of America"
245700,"Mr. Turner","United Kingdom"
37842,"Wild Grass","France"
37842,"Wild Grass","Italy"
9045,"Amen.","France"
9045,"Amen.","Germany"
9045,"Amen.","Romania"
44092,"Reign of Assassins","China"
44092,"Reign of Assassins","Taiwan"
44092,"Reign of Assassins","Hong Kong"
16005,"The Lucky Ones","United States of America"
44754,"Margaret","United States of America"
23988,"Stan Helsing","Canada"
23988,"Stan Helsing","United States of America"
43949,"Flipped","United States of America"
142,"Brokeback Mountain","Canada"
142,"Brokeback Mountain","United States of America"
9603,"Clueless","United States of America"
10712,"Far from Heaven","United States of America"
243938,"Hot Tub Time Machine 2","United States of America"
10876,"Quills","Germany"
10876,"Quills","United Kingdom"
10876,"Quills","United States of America"
86838,"Seven Psychopaths","United Kingdom"
25208,"The Caveman's Valentine","United States of America"
613,"Downfall","Austria"
613,"Downfall","Germany"
613,"Downfall","Italy"
1913,"The Sea Inside","Spain"
1913,"The Sea Inside","France"
1913,"The Sea Inside","Italy"
97370,"Under the Skin","United Kingdom"
97370,"Under the Skin","Switzerland"
97370,"Under the Skin","United States of America"
801,"Good Morning, Vietnam","United States of America"
54518,"Justin Bieber: Never Say Never","United States of America"
44214,"Black Swan","United States of America"
240,"The Godfather: Part II","United States of America"
9816,"Save the Last Dance","United States of America"
10131,"A Nightmare on Elm Street 4: The Dream Master","United States of America"
339984,"Miracles from Heaven","United States of America"
8859,"Dude, Where’s My Car?","United States of America"
11967,"Young Guns","United States of America"
239563,"St. Vincent","United States of America"
222899,"About Last Night","United States of America"
4951,"10 Things I Hate About You","United States of America"
10985,"The New Guy","United States of America"
9644,"National Lampoon's Loaded Weapon 1","United States of America"
332567,"The Shallows","United States of America"
1954,"The Butterfly Effect","Canada"
1954,"The Butterfly Effect","United States of America"
15489,"Snow Day","United States of America"
15250,"This Christmas","United States of America"
22345,"Baby Geniuses","United States of America"
9448,"The Big Hit","United States of America"
38223,"Harriet the Spy","United States of America"
11186,"Child's Play 2","United States of America"
136835,"No Good Deed","United States of America"
5876,"The Mist","United States of America"
264660,"Ex Machina","United Kingdom"
492,"Being John Malkovich","United States of America"
25462,"Two Can Play That Game","United States of America"
238603,"Earth to Echo","United States of America"
10691,"Crazy/Beautiful","United States of America"
1251,"Letters from Iwo Jima","Japan"
1251,"Letters from Iwo Jima","United States of America"
5172,"The Astronaut Farmer","United States of America"
58680,"Woo","United States of America"
264644,"Room","Canada"
264644,"Room","Ireland"
14577,"Dirty Work","Canada"
14577,"Dirty Work","United States of America"
11592,"Serial Mom","United States of America"
16406,"Dick","Canada"
16406,"Dick","France"
16406,"Dick","United States of America"
19052,"Light It Up","United States of America"
3682,"54","United States of America"
9683,"Bubble Boy","United States of America"
2084,"Birthday Girl","United Kingdom"
2084,"Birthday Girl","United States of America"
107811,"21 & Over","United States of America"
2266,"Paris, je t'aime","France"
13074,"Resurrecting the Champ","United States of America"
144340,"Admission","United States of America"
48217,"The Widow of Saint-Pierre","France"
48217,"The Widow of Saint-Pierre","Canada"
28211,"Chloe","France"
28211,"Chloe","United States of America"
28211,"Chloe","Canada"
47502,"Faithful","United States of America"
9950,"Find Me Guilty","Germany"
9950,"Find Me Guilty","United States of America"
84892,"The Perks of Being a Wallflower","United States of America"
24227,"Excessive Force","United States of America"
9672,"Infamous","United States of America"
44853,"The Claim","United Kingdom"
44853,"The Claim","Canada"
44853,"The Claim","France"
157544,"The Vatican Tapes","United States of America"
59678,"Attack the Block","United Kingdom"
79777,"In the Land of Blood and Honey","United States of America"
158011,"The Call","United States of America"
407887,"Operation Chromite","South Korea"
17043,"The Crocodile Hunter: Collision Course","Australia"
17043,"The Crocodile Hunter: Collision Course","United States of America"
8952,"I Love You Phillip Morris","United States of America"
62204,"Quest for Fire","Canada"
62204,"Quest for Fire","France"
62204,"Quest for Fire","United States of America"
13435,"Antwone Fisher","United States of America"
17187,"The Emperor's Club","United States of America"
319,"True Romance","United States of America"
59457,"Womb","Germany"
59457,"Womb","France"
59457,"Womb","Hungary"
9504,"Glengarry Glen Ross","United States of America"
37414,"The Killer Inside Me","United States of America"
6217,"Cat People","United States of America"
26688,"Sorority Row","United States of America"
43867,"The Prisoner of Zenda","United States of America"
6615,"Lars and the Real Girl","United States of America"
14574,"The Boy in the Striped Pyjamas","United Kingdom"
14574,"The Boy in the Striped Pyjamas","United States of America"
16,"Dancer in the Dark","Argentina"
16,"Dancer in the Dark","Denmark"
16,"Dancer in the Dark","Finland"
16,"Dancer in the Dark","France"
16,"Dancer in the Dark","Germany"
16,"Dancer in the Dark","Iceland"
16,"Dancer in the Dark","Italy"
16,"Dancer in the Dark","Netherlands"
16,"Dancer in the Dark","Norway"
16,"Dancer in the Dark","Sweden"
16,"Dancer in the Dark","United Kingdom"
16,"Dancer in the Dark","United States of America"
39780,"Oscar and Lucinda","Australia"
39780,"Oscar and Lucinda","United Kingdom"
39780,"Oscar and Lucinda","United States of America"
21612,"The Funeral","United States of America"
36691,"Solitary Man","United States of America"
23631,"Machete","United States of America"
45324,"Casino Jack","Canada"
12144,"The Land Before Time","Ireland"
12144,"The Land Before Time","United States of America"
11658,"Tae Guk Gi: The Brotherhood of War","South Korea"
56601,"The Perfect Game","United States of America"
9552,"The Exorcist","United States of America"
578,"Jaws","United States of America"
2105,"American Pie","United States of America"
126319,"Ernest & Celestine","Belgium"
126319,"Ernest & Celestine","France"
126319,"Ernest & Celestine","Luxembourg"
10136,"The Golden Child","United States of America"
